app,score,date,thumbs_up,content
Hevy,5,2026-04-28,0,"unbelievable app. my training was plagued for nearly a decade and as soon as I started using Hevy to progressively overload, my strength has shot up to levels not seen since college. unbelievable. if you're not using this, you're wasting your time."
Hevy,5,2026-05-02,0,Super easy to use. I think you get 3 free work outs then you need to pay but its only about 6$ a month. I tested other apps and this one was the best for price value and simplicity.
Hevy,5,2026-04-11,0,really great app to track progress and log workouts and measurements. I'm part of a fitness group on FB and already got about 8-10 people to sign up and get the premium subscription too so we can keep track of ourselves and show off our progress to each other. 10/10 would recommend to anyone that goes to the gym.
Hevy,5,2026-04-17,0,"Hevy has been incredibly helpful with my fitness journey, from starting out as a beginner, hevy helped me stay consistent and stick to a routine that works for me. Through being able to track your progress and keep records of everything has been so helpful. Also the fact that it demonstrates how to perform an exercise has been amazing, especially for a newbie."
Hevy,5,2026-03-24,0,"It's the best app I've tried so far. I use it to track all my workouts and apply progressive overload. The only thing I don't like is that warm-up sets are included in the statistics, even though they shouldn't be. Update: I have just found a setting to exclude warm-up sets! 5 stars without reserve!"
Hevy,5,2026-03-20,1,"I completed my 50th workout today, and hevy asked me to give a review... this app has made my life so much easier when it comes to tracking my workout and providing me with that little motivation when I hit new PRs. Unlike most people in the gym, I always keep track of my workouts and how much I've lifted previously and how much I should lift today, it helps so much when it comes to progressive overload. It has a wide variety of exercises and you can create custom workouts too, all for free!"
Hevy,5,2026-04-15,0,"This is an excellent gym tracking app and I've been using it for over 2 years now and would highly recommend it. I would just like to make a suggestion to the developers, if possible could you make a search function in the list of custom made workout groups so that I can find a workout in my list easily please? That would make things much better thank you very much."
Hevy,5,2026-04-19,0,I started out my fitness journey two years after becoming a mom and couldn't find the proper app to use. (also didn't wanna pay for one). You don't have to pay for this app to get the stuff you need! I use it to track progress as well so this is a great lil app and if you want the extras really not that expensive! Been using it for a year now and love it
Hevy,5,2026-04-04,0,"I've used quite a few workout apps and this is my favorite. It's easy to adjust workouts, and pairs well with my Galaxy Ultra to track my heartbeat. I'm not particularly fond of the social aspect of the app but it's easy enough to ignore. I do use the paid version and definitely recommend it."
Hevy,5,2026-04-15,0,"Easy to use and great for beginners. I liked the preloaded routines to start and create my own routines in the app now that I'm more comfortable in the gym. I like the progress tracking graphs, it motivates me to see that I've gotten stronger. A lot of great features for a free app!"
Hevy,5,2026-04-13,1,I was looking for a new weightlifting log app that had more than just the basics. I love the simplicity of the interface and the ability to discover new exercises. The user interface has intuitive options to quickly record your sets and add new exercises on the fly.
Hevy,5,2026-04-21,0,"Been using it for about 18 months now and on premium. I am a fan of its clean and easy to use UI. I like that it gets out of the way again quickly so. I can do my sets. I wish you could review previous months performance in the log, but only gives you the most recent month, which makes it much harder to see progress over time"
Hevy,5,2026-03-31,1,"Super impressed with this app. They automatically track every gym related statistic I've been too lazy to track and graph myself, it's very intuitive to make routines and use them. I've been on this app to track my workouts for 3 months now and I'm impressed by how many cool features AREN'T behind a paywall, but even the premium seems affordable and offers very sensible extras. It shows the team behind this genuinely pours love and care into the app and making money isn't the top priority"
Hevy,5,2026-04-20,0,"I've been using this app for free for over 3 months now and I'm very pleased they i found it. It has great featuresz allows me to track my exercises and my progress, marks any improvements, keeps good stats and track of everything I need. I could only recommend it to anyone."
Hevy,5,2026-04-09,0,"Very good tracking app for workouts and PRs. Highly recommend. Allows you to add photos with each workout routine so you can see your progress over time, which I absolutely love. Told some of my gym buddies abt it, and they love it as well. Highly, highly recommend."
Hevy,1,2026-04-02,1,"App keeps crashing... I paid for the lifetime subscription and it has been working perfectly for a yr and a half but in the last month it has been repeatedly crashing during use. Works for 10 mins than freezes and crashes. App is ""up to date"" and phone has no issues but the only app on my phone that repeatedly shuts down."
Hevy,5,2026-03-23,0,"Brilliant app. Sensational for tracking progress, workouts, sessions and exercises. super easy to use with the option to preload routines and features like monthly reports are great. Highly recommend. The paid upgrade is well worth the dollars! if ya not on Hevy already, giddy up and get on it"
Hevy,4,2026-04-06,0,"Great for tracking your workouts, no matter your capacity and preference. there are workout plans you can follow, you can make your own or just track empty workouts. each exercise has a simple animation to help you do it right and it syncs with other health apps to help track your progress."
Hevy,5,2026-04-04,1,"an actual game changer, the process I had made in the gym was completely insignificant for like a year UNTIL I installed Hevy, it's very easy to use and convenient for whatever type of training best suits you, if you're thinking about actually making good progress in the gym and you aren't using Hevy there's something wrong going on."
Hevy,5,2026-03-24,0,"Pretty good app. Would be great to introduce a progressive overload prompt for past/current workouts, something more than RPE. No real benefits from the social side of the app. Galaxy Watch syncing is pretty good, but the scrolling numbers for recording weight and reps might be easier/quicker as keypad inputs."
Hevy,3,2026-03-24,0,"Pretty good app, I wish they had kettlebell exercises though. That would make this 5 stars. I work out in the gym a few times a week, but use kettlebell routines when traveling or not able to get to the gym. would be great to have them listed here so I don't have to use a separate app."
Hevy,5,2026-03-21,0,"I really like this app. I would like to see the addition of more exercises. Some things are wildly specific, but others such as sandbag training or static holds, are missing entirely. There is the option to add custom exercises, which partially addresses this issue"
Hevy,4,2026-04-13,0,"I've been using it for a while and overall it's a great app for tracking your training with tons of useful features like getting notified with PR's, being able to create your own exercises to add onto a plan, and things like that. I'd say its a really good app, especially for being mostly free"
Hevy,5,2026-03-21,0,the UI/UX is pretty straightforward. I tried a few apps before finding Hevy and I think this is the best for planning your workout routine or even adding sessions on the go. the free plan allows u to add up to 7 custom exercises which is cool. Even on the free plan it's quite feature rich.
Hevy,4,2026-04-15,1,"I love this app but the recent update took away your ability to see the set amount per muscle for a specific workout. Now you need to go to stats, select the muscles and look at a graph. It was much more convenient before the update. hopefully they'll change it back 🤞🏻"
Hevy,5,2026-05-11,0,"plain and simple, the best plain simple workout tracker. no bloat. just clarity. free version is so highly functional, but I bought the paid version just because I wanted to support the maker. thanks again!"
Hevy,4,2026-04-02,0,"Been using this app for 2 years now, and it's super simple and gets the job done! My only gripe is that uploading pictures after a workout is incredibly time-consuming and irritating, often taking at least 3 tries for one picture. A fix for this would make it a solid 5-star app!"
Hevy,5,2026-03-29,1,"Over the past 3 or so decades, I've used many different tracking apps. Free versions, and paid versions. This is by far, without a doubt, the best one! I would recommended paying so you can build as many workouts as you want."
Hevy,5,2026-04-12,0,"I've used this app for almost a year, and I find it very useful to track your workouts and see your progression in real time, even with the free version! Lots of exercises are included, and it also measures your rest time Absolutely recommend!"
Hevy,5,2026-05-16,0,"fantastic. easy to use, no annoying ads, doesn't push for you to buy premium too much. you can get by just fine using the free version. feels like a truly honest app. cannot recommend enough"
Hevy,5,2026-03-09,3,"Been using this for a while now. It helps me stay on track on my workouts, keeping track of stats in detail. the free demonstration videos, 4 free custom workouts and variety of exercises keeps me on this app! Plenty of usability on the free plan. Only upgraded to premium because my exercise routine has diversified and I need to save more routines."
Hevy,4,2026-01-13,0,"Generally a fantastic, easy to use app for strength training, despite some issues. It's great at tracking your progress, allows you to access a library of routines and exercises, plus the community aspect of it is great at keeping you motivated. I've had issues with the live sync with my watch, the heart rate data and calories data are lost frequently so unreliable at heart rate zone tracking. In general it's not great for cardio and also uploaded contacts cannot be deleted."
Hevy,4,2026-01-17,1,"Overall good experience. Easy to create routines, record reps and weight etc. You can easily track your progress. Would be helpful if you could add notes to your workouts, sets etc. You can't move an exercise from one routine to another which is frustrating. The stats are great and helps you see where to focus your training. But it needs a weekly overview not just monthly / 30 days. Will be very interested to see if they adapt any AI int the app, that would hell take it to the next level"
Hevy,5,2025-12-07,3,"I've been using Hevy as a workout tracker app for almost a year now and have no complaints. I typically work out at 5 in the morning (before work) and at the beginning, on those days I didn't feel like getting up and working out, all I had to do was look at my progress. Now its a habit! I also enjoy the positive feed back after every work out, as well, the fact there's a 'how to' video for every work out you have. I would recommend this app to anyone who is wanting to start their journey!"
Hevy,5,2026-02-12,2,"This is my 1st week, 3rd time using the app, and I have to say. I'm loving it so far. I'm able to navigate around the app easily, it's intuitive. I'm able to add and remove sets/reps while I'm in the current set. There's a place to save my progress photos when I finish my workout so I can have a visual record too. Best part I've been able to add my PPL routines and get in and out of the gym faster. If you enter all the info correctly it will automatically prompt the next exercise or set."
Hevy,5,2026-01-15,1,"The best app I found tracking workout, was the first thing that came up when I searched for workout tracking. Simple and clean UI, nothing fancy, and the best thing it has no ads. There are some exercises missing but is more of a my issue since I make up stuff when I can't find the equipment available. I have been using this app everyday and never have I found any issue whatsoever."
Hevy,5,2025-12-07,4,"The best workout app I have used. Well worth the purchase. The only thing that I would like to be added is the option to add alternative exercises for workout (so I don't always have to use the ""replace exercise"" option and search for similar exercises while working out). With that, it would be a complete app for me. Keep up the good work!"
Hevy,5,2026-01-05,1,"I use the free version. It's super easy to use, helps take away the intimidation of getting into lifting weights by Showing images/videos, and great for tracking progress. I like that I can find programs to follow or insert my own (I used to have a personal trainer so they gave me a program to follow, and I uploaded that into the app). Each workout movement you select for your program shows you what muscles it targets, so you can build full body or isolate easily on your own."
Hevy,5,2026-01-30,1,"Very good!! I can save up to 4 routines in the free version, which is perfect for me since I workout 4 times a week. I could also easily import my workouts from my previous app, and this app has many exercises the other didn't, especially unilateral variations. The only downside is I need people's users to follow them. I wish there was a location-based following filter. Other than that, I love it!"
Hevy,5,2026-02-12,6,"First time at the gym and I was looked for an easy to use, user friendly app suitable for beginners. after reading some reviews, I found Hevy and I have never looked back. the paper and pen / notes in the phone are in the bin and its Hevy every single time. Motivation with the little gold medals and the workout streaks. Very easy to use and a huge package free of charge and no ads! I actually didn't need the paid version but wanted to support the app, so purchased 12 months. Recommend it to all!"
Hevy,5,2026-01-13,1,Loving it! So Helpful! I used the free version for a bit but loved it so much I opted for the premium version of the app. I love the videos that show you how to do the exercises so you can try new exercises and add them to your workouts as you go. The app comes with pre-loaded workouts if you prefer. You can add your cardio sessions including running and swimming or it syncs to strava which is great!
Hevy,5,2025-12-23,1,"Great app with great features. It makes tracking my workouts and progress super easy. Since the gym isn’t my main priority, I often forget my lifting numbers — but Hevy keeps everything organized. It saves me time by showing me what weights I used for each exercise, so I can focus on lifting heavier instead of guessing. Plus, all the statistics it provides make it even more useful. Really helpful and user-friendly.”"
Hevy,5,2026-02-15,4,"The Best both Offline and Online Fitness Application on the market. You can still use this application offline. Once you download the program, you can see the actual video tutorial on how to do the specific work out. You can also gain more knowledge even if you did not download the video. Just go to the (How to Do) section to read the description on the specific workouts. 100 out of 10 Keep it up. I hope you didn't change this feature until the future ✨"
Hevy,5,2026-02-19,5,"Hevy is the perfect app for what I'm looking for: a simple place to track sets and reps and monitor progress. The medals for PRs are a nice motivational touch as well. Probably the best thing about this app is its lack of ads and although there is a payed version, it doesn't feel like it's being shoved down our throats (looking at you, Strava!). I was recommended this app by a friend and have already recommended it to three other friends."
Hevy,5,2026-01-20,0,"Very nice app, all my friends and I use it to compete with our performances. 2 features that I hope you can add. 1 the ability to filter out the leader board to certain people, cos I want to follow a lot of people but also don't want them on my competing leader board. and 2 a button on people's profile maybe ""See Beginning"" that takes you all the way down to their first post to see what they started with, that way we don't have to scroll down if they have 600 workouts. but otherwise amazing!"
Hevy,5,2026-01-18,0,"Probably one of the best value apps on the market, they've thought of everything when it comes to UX/UI and the functionality it offers. Phone app, watch app, web app and API access? Absolutely unheard of. As someone who has been tracking their workouts manually since 2017 in Excel / Google Sheets, this app is a game changer. As long as the API access doesn't get depreciated, the app could stay as it is with no further updates and you'll have me as a customer for life."
Hevy,5,2026-01-13,0,"The non plus ultra of gym apps. The free version offers all that you would need already, its easy to use and helped me a lot in my fitness journey for the past 3 years. Even tho, again, the free version is enough, I bought the Lifetime-Version recently as a thank you to the developer team for creating what I consider one of the best apps for tracking your bodybuilding journey."
Hevy,5,2026-01-05,2,I've been using Hevy for 6 months and its a great app to use. I've tried several workout apps to track my workouts but this is the best one I've used. It's easy and quick to fill in when you're working out so that means that you're not spending ages on your phone and breaking your rhythm. The data it collects is all useful and you see your last sets/reps for each exercise when you do it again in a new routine. It tells you when you are setting new records which is a nice perk to get a medal!
Hevy,3,2026-02-20,59,"ISSUE: if you have exercises in your routine that you skipped, it still shows in the summary that you completed that exercise. Not great for tracking. No response from developers. RECOMMENDATIONS: 1. after entering one set, it would be nice for it to automatically jump to the next set and ready to enter the number of reps. just saves an extra tap. 2. ability to star exercises so that it's easier to find exercise used often.3. Give people a trial of the personalized trainers."
Hevy,5,2025-12-08,2,"Hevy has a lot of features that make it easy to customise workouts and create new exercises, I also like the data analysis tools. If I had just one wish it would be some kind of calorie calculator for exercises. I use Fitbit but am not convinced it measures work done correctly, however, that's not really what this app is for so fair enough."
Hevy,5,2025-12-28,2,"I've had Hevy for a while but in comparison to all the other tracking apps I've used over the years Hevy has been the one that has brought me back to training when I've slacked off and missed a week or two. It is easy to use and follow other people to keep you motivated and I love how it links well with other apps! In a nutshell Hevy is a great, easy and simple app to use to keep you on track in your fitness journey or fitness goals."
Hevy,5,2026-01-13,1,"Can't fault this app. It has moved me from spreadsheet type tracking to tracking in an app. I can set up all my individual workouts, tracking exercise, weight, reps, rest time, everything I need. Tells me about PBs and other achievements. And syncs with my watch so I can control it from there rather than the phone. Perfect."
Hevy,5,2026-01-01,0,"This is a great app, the free version had a lot of features I wanted, but the full version was completely worth it for $22NZD. Being able to capture my workouts here has been a huge source of motivation, I've hit multiple PRs and been able to design more effective workouts for myself towards my goals. I loved my old paper notebook, but this has convinced me to finally let it go!"
Hevy,4,2025-12-27,3,"It's a super handy app for tracking which makes going to the gym much easier, I actually look forward to using the app. My main issue is it doesnt show me the most accurate previous weight, so sometimes I start at a lower weight than previous, not realising I've already surpassed it. It's happened quite frequently so I now need to manually check to remind myself each time I start an exercise."
Hevy,4,2025-12-22,0,"Amazing app; I paid for the lifetime licence. Would be nice to be able to log under measurements other stats like visceral fat rating, BMI, basal metabolic rate, limb muscle mass, etc. Should be able to adjust stats on resistance based machines like Elliptical machines and treadmills; stats like resistance, elevation, etc. Be nice to edit messages in the social part of the app too. Otherwise it's the best workout tracking app out there!"
Hevy,5,2026-02-06,0,"Easy to use, good summaries and data tracking for routines. Simple to add an exercise or amend sets, reps etc. I like that the data can be exported / shared in a variety of ways. I save mine to my Google drive to feed into a fitness and weight loss spreadsheet I've been keeping since 2018. Also decent information available on exercises, even with the free version. Would recommend."
Hevy,5,2025-12-31,3,My search is finally over. This app is exactly what I've been missing from all the other apps. Simple and intuitive interface and everything you need is available in the free version. Might subscribe simply because it's so good in free tier. It's helped me be more consistent in the gym and I've already convinced 3 friends to get the app
Hevy,5,2026-01-30,2,"Great workout app, have always struggled finding a way to log my workouts and this works brilliantly. Large repository of exercises to choose from, and the creation of workout routines is very helpful (you get 3 routines as a free user). Love that when you choose an exercise you can see your history and what you did last time to help your progression, as well as having a 'How To' and a moving diagram for most of the exercises in the library. Can tell it's created by a gym-goer for gym-goers."
Hevy,5,2026-02-04,1,"Excellent, love it. Smooth running, simple where it needs to be but has all the additional function i like (tracking, custom workouts and exercises, tips on form, set types...)... and that's just the free version, which by the way doesn't hit you with ads! gotta be the best workout app out there. Game changer if you've never been big on tracking or structuring workouts."
Hevy,5,2026-01-15,2,"great app. super helpful to track workouts. if you can't find the exercise you're looking for to add it to your workout, theres the option to create it in the app so you can still track it. great for expanding your workout as well as you can just search the area you want to work on, and it'll show you all the exercises for it. I found it to be a great help, especially with the videos as a beginner, too."
Hevy,5,2026-04-24,0,"I never review apps, but this one is just an unbelieveable service to be giving away for free, long may it last! I even started paying for the premium version, I wish other app developers would take note: make something so good and such good value that they are happy and willing to pay for it."
Hevy,5,2026-04-20,0,"Moved over from a competitor, so lost a few months data, but so glad I did. So much more intuitive, and more available on free version. Will probably pay for premium over time, but I'm new to gym. Great app."
Hevy,2,2026-05-04,0,I love this app but recently i have found it very buggy and annoying mid workout. the buttons don't respond as they did before at all and often I can't register anything on first 10-15 attempts. please fix. s26 ultra
Hevy,5,2026-05-13,0,"simple app. all you need is here. no ads, no junk. just a simple good app. strongly recommend. the range of exercises needs to be expanded a little bit, but is a good solid simple efficient app"
Hevy,5,2026-05-07,0,"Best app for tracking workouts, I use the split recommended by the app and very happy that I can modify it to my liking. The price is unbeatable, I pay monthly now but planning on the lifetime option."
Hevy,5,2026-04-19,0,"I'm using the free version at the moment as it is enough for me but even then this is great. If I keep using it more, I might just get the full/paid one. Has everything I need bar a few niche exercises but I can add my custom ones so no problems there too. Would definitely recommend"
Hevy,4,2026-05-13,0,"Good app. Recently. When I hit ""save"" on a workout, it just spins forever. Never actually saving my workout. Really annoying. I will bump to 5* if this gets fixed."
Hevy,5,2026-05-12,0,Very cool app to log my gym workouts and I love the summaries at the end telling me the total volume of KGs I lifted during the sesh and whether its equal to lifting a van or a bus 🤣 Also the rest timer helps me to stay focused and not wander off mid set!
Hevy,5,2026-03-24,0,"I have tried so maby apps and this one is the best by far from everything I tried. I like the way you can track the exercise, the workouts, that I can create my own exercises. I like that you can follow other people and get inspired from their journeys as well."
Hevy,5,2026-04-04,0,brilliant app !!!! I was using 5 apps beforehand and switching between them and skipping add were so tedious. Let alone this app actually tells you what you are working on and let's you set your own goals which is super important!!! 😄 I also love connecting with my friends:'3
Hevy,5,2026-01-22,0,"**Updated Review** When I finally gave in an opened the app again, my list workout was actually saved. Very impressed. Much appreciated! App has failed to upload my workouts multiple times and won't connect to anything. nothing works. this is extremely frustrating as I increased my work out significantly and have to guess on what is accurate now. have been using without issues. cannot even contact help."
Hevy,5,2026-05-12,0,"I have been using Hevy for over 6 months and it has been the best gym tracking app I ever used. Most of the features are free on android, and it is really convenient. Love it!"
Hevy,5,2026-05-12,0,"keep real good track of my weight and calculates 1rm after new weight for reps pr. im pushing myself harder too and feel real good after workouts, edit: 2 months later. my strenght progressed like crazy progressive overload is realy a thing. i lovr too how almost every exercise is in the system if not you can make ur own custom exercises. you can also compare yourself with all ur friends. from calculated 1rm to seeing your muscle split in a detailed graph, it keep track of everything"
Hevy,5,2026-04-19,0,Love this app. Does everything you need for keeping track of workouts. I'm no gym rat but for someone who wants to keep in shape and track progress this app is more than sufficient. Really like the rest timer and the weight calculator.
Hevy,5,2026-05-06,0,i've tried a lot of different tracking apps and so far i like this one the best. it is user friendly. easy to create new workout routines. i also like the fact i can just use my watch to track my sets. great app
Hevy,5,2026-05-16,0,"As someone who typically hates exercise & the gym, this is a great motivator! It's encouraging, tracks progress, and it feeds my competitive nature because I compete against myself. I NEVER thought I'd look forward to my next visit to the gym, but here I am."
Hevy,5,2026-05-18,0,"very decent app to track your workouts and progression maybe a suggestion to add comparison with other users' data (not just ur followers) so that we can have better insights in how we are doing among our age group, weight, gender etc etc"
Hevy,5,2026-04-06,0,The free version lets you save up to 4 workouts and the community aspect of the app helps me stay accountable and supportive even if I can't be with my friends for the workout. It also gamifies consistency which helps make it feel loke less of a chore.
Hevy,5,2026-03-23,0,today was my 50th workout a friend told me about this app and it has replaced the follow along YouTube workouts that I've done. it encourages me to go further and stronger and rewards me for my little accomplishments. I pay for the pro version and I am very happy with my investment. I can have multiple workouts that are tailored to me and I can have custom exercises that I hope will someday get incorporated into the app.
Hevy,1,2026-04-29,0,unfortunately I have had to downgrade my original review. this app has gotten worse over time constantly not syncing with samsung health. 1 week it works the next it doesn't. very poor for a paid service I have cancelled my subscription. (Android). please fix your app.
Hevy,5,2026-02-22,1,"I have found this app to really help me track my workouts and stay motivated, which is a tricky feat. I actually pay for the premium features and that's rare for me to do. If you do an exercise that is not on the app, you can add it yourself. I'd like to see more exercise variants added for the different equipment, such as different leg positions on the leg press, and I'd like to see more pin machines, such as the leg press (again) as the workout differs from pin to plate on some equipment."
Hevy,4,2026-02-03,1,"Mostly good app. Only real complaints are there doesn't seem to be a way to set new PR goals or increment the weights I'm due to lift from one week to the next to get to that PR. I'm currently doing a 5 week training block with warm up, heavy set, then back off sets and having the ability to increment my heavy sets from week to week without having to edit each days routine and figure out what I need to lift that day would be very useful, as would being able to group each week (week 1, week 2)"
Hevy,5,2026-01-01,2,"This is the best app I've downloaded in years! Here's what I love - its VERY simple to use - its so easy to make a routine & put your routines in folders - you can rearrange & swap exercises instantly (which was a huge bonus for me when I was working out in a very busy gym,I had to constantly change the order of exercises or change the next exercise when machines and things I needed were in use) - its saves your progress & remembers your last values for everything! so tracking progress is fun!"
Hevy,5,2026-04-15,0,Seeing my progress day to day has really helped me stay consistent in the gym. Plus quick and easy edits to programs mid workout is way more convenient that I initially thought it would be. Love everything about this app.
Hevy,5,2025-12-29,0,"I have always struggled with work out apps due to them either being too complex or too simple, always requiring subscription to even get the most basic functionality. with Hevy I have found it so easy, to find routines that I can make work for me. The app tracks everything and Health Connect makes it very easy to integrate into other trackers. The UX is also very simple to use while being full of data that is relevant."
Hevy,5,2026-04-01,0,"I love it. Seeing how much I've lifted in a session and flagging up each PB keeps me motivated. Tons of exercises, easy to create your own routines. If I need to remind myself how an exercise should be performed it's right there. Paid subs is def worth it."
Hevy,4,2026-05-16,0,very good app for tracking gym progress and logging workouts. only issue I have experienced is not responding immediately on S25U smartphone when opening active workout after app being kept active in background.
Hevy,5,2026-05-23,0,"I cannot recommend the Hevy app enough. The ability to track, create, customize, and monitor progress is well worth the price for Pro! I am continually trying to encourage more people to try it. If you're reading this, you should give it a shot!"
Hevy,5,2026-03-30,0,"Awesome for tracking workouts and weight progress. It is seriously so good, the best integrated experience there is. The premium features can be unlocked with a single lifetime payment instead of reoccurring subscription, which I greatly favor."
Hevy,5,2026-04-16,0,"Awesome app, I recommend it to everyone. It's one of the most simple to use and free for up to 2 saved workouts- i chose upper and lower body and there's a great selection of workouts in the app for me to add."
Hevy,5,2026-05-20,0,"Great for creating new workouts, tracking progress and keeping up with friends and their workouts. Love being able to copy their workouts if they work for me too. It actually help with motivation too."
Hevy,5,2026-04-01,0,Super easy to use and follow. I've been really enjoying the training program their AI has created for me and I appreciate that it allows me to switch out certain exercises that still hit the same muscle groups.
Hevy,5,2026-04-01,0,Very intuitive and easy to use. Has a good library of exercises and unlike other apps you can create and customise exercises that suit you. also the Hevy Trainer tailors relatively Descent routines if you need a plan. All in all a great fitness app
Hevy,5,2026-03-24,0,"Out of all of the apps on my phone this is my favourite one. All of these amazing features are FREE and it's updating all the time. I recommend this app to all of my clients who want an easy, stress free workout program that THEY can build. Amazing 10/10"
Hevy,5,2026-04-28,0,"I love this app, it's so easy to track workouts, measurements and more. One thing/feature I would like to be added is adding partial repetitions. Thank you."
Hevy,5,2026-04-15,1,"very good free workout tracking software with more features than you'd expect, all with no ads. Leagues better than other free solutions, I cannot recommend this app highly enough as it is obviously created by people who actually give a damn."
Hevy,5,2026-03-24,0,"Absolutely love this app, been using it for about a year now and it's just great, love how the resting sound goes off even outside of the app and love how you can create your own workouts, track your body, and post all without having to pay anything"
Hevy,5,2026-03-21,0,"it's a perfect app for those who want to improve their workout performance and to track their progress. this app helps to create our own workout session with loaded exercise lists. So, yeah that's it."
Hevy,5,2026-03-21,0,"best training app I've used so far. easy to add sets and reps, tracking, and has a rest timer. one thing id like to see added is a calorie tracker that goes along with your measurement stats. that aside, 5 stars from me"
Hevy,5,2026-01-26,0,"I can't think of a reason for me not to give this app 5 stars. Best thing is that I don't have to carry a tatty gym book and pen around the gym with me anymore. I've input my plan into the app and follow it easily, and it's easy to replace exercises or add more sets. You'll get encouraging badges when you break a PR, and there's a handy timer built in that automatically starts when you log a set, keeps workouts intense! The summary at the end is also extensive and interesting 👌🏼"
Hevy,4,2026-03-20,0,Simple and easy to track workouts. You can make 4 routines on the free version. Straightforward to use. It would be nice to have a few extra features like a water tracker and step counter.
Hevy,5,2026-05-06,0,"the fact that this is free is insane, you will buy it for sure just to support the devs very practical app and I am a person who tinkers a lot with excelsheets, you can export CSV data and do your own thing on excel too, 10/10 app very easy to use"
Hevy,5,2026-04-24,0,been using this app for a couple of months and I can't say anything bad about it. it's a great app for tracking workouts and fitness. I especially like the volume calculation and muscle groups worked graphics.
Hevy,4,2025-12-11,1,"The app is easy to use. I was able to find every exersise I needed for my 5 session routine. Each workout is tracked to make progressive overload easy to apply. being able to set timers and create super sets is handy. The profile is one of my favourite features, it shows your volume, a muscle chart showing the areas you have worked recently, which is excellent for seeimg what groups you should hit again or skip."
Hevy,5,2026-04-08,1,"for someone like me with OCD, this app gives me the routine and structure that I need for my world. The rest timer is a nice touch as well. I really love using this app for my workouts. might even go to the pro version later on!!!"
Hevy,5,2026-03-21,0,Great app for logging strength training. Super easy to make routines and monitor your progress from workout-to-workout. It has all the features I need such as creating supersets and changing a routine on the fly.
Hevy,5,2026-04-02,0,"I love how simple the layout is, and I can edit any routine to my liking or whatever I need to target. I've been using the free version, but might check out the paid later down the line."
Hevy,5,2026-05-04,0,"I am extremely love it it explains the exercises, help you to track reps and rounds, has graphics of progress in time, weight and even shows ypu the muscles working in each workout among many other perks!"
Hevy,5,2026-03-31,0,Very easy to use and almost any exercise you can think of is available with a small video showing you how to do it. It also shows every muscle part you are working out and the tracking system helps you see your improvement.
Hevy,5,2026-05-09,0,"Amazing app, I would love to see, if we could assign colours to our different workout routines, so in the calendar it can be easily spotted, which specific workout routine was done on which specific day."
Hevy,1,2026-03-29,1,"terrible user experience. buttons don't work half the time... after a month or two, the checkboxes for each set don't behave as they should and I end up spending more time trying to click checkboxes than actually working out. it's an incompetent app."
Hevy,5,2026-04-20,0,"Hell yeah brother, love the app. 💪🏻 I've gone from never working out in my life to 4x a week for the last 4 months. Would benefit from 'Volume Per Muscle Group' under the stats page, but the graphs work fine as a workaround."
Hevy,5,2026-05-17,0,"Love the app thus far, 50 workouts in. Definitely love the ease of use and the ability to look up the workout history. if I'm feeling strong or low energy I can verify with previous lifts."
Hevy,5,2026-05-04,0,Incredibly good. I got to say I feel as if I'm getting a premium product for free. Wipes other competition from the table. Might someday actually upgrade and see what else it's got to offer.
Hevy,4,2026-03-08,0,"Good app, easy to use and has most exercises. Free version can save 4 routines for regular workouts e.g. upper 1, upper 2, lower 1 lower 2 etc. You can also record an 'empty' routine for when you want to do something different but not mess with your saved routines e.g. if you're away from your home gym where they have different equpitment or you're on holiday and or just want to freestyle it. The insights are also fun where the app records your frequency of workouts, what body parts you work"
Hevy,5,2026-03-17,0,"This app has been a game changer in tracking workouts, planning workouts and having visual examples of every workout I plan to do. Easy 5/5 stars and I've since upgraded to the premium version. (3/17/26)"
Hevy,3,2026-05-07,0,The app is good to use great UI but is missing workout schedule or calendar that would allow me to book a week's worth of workout in advance rather than just routines that I would have to manually select
Hevy,5,2026-01-10,0,"Very cool app, I don't really use the social aspect and it's still super valid. I use it for having more structure with my workout, I've been working out for the past 10 years, but the past year has been rough and I've hit the gym less. For some reason having an app that tells me when my rest is over, how I'm progressing, and has a nice UI is helping me getting out of the house and into the gym."
Hevy,4,2026-05-16,0,"The app is great. It doesnt have ads which makes it even better. The only real downside to me (as a free user) is the limit of 4 routines. If it was 5 or 6, it would be so much better."
Hevy,4,2026-05-12,0,"New user, but finding it great and flexible compared to other apps. creating custom exercises are easy and gives better options Only issue I've had is connection to my fitbit."
Hevy,5,2026-04-14,0,"Ive been using the premium version for a few months and I can say its fantastic. Easy to track workout with easy input for stats (sets,reps,weight etc.) and shows your progress over time."
Hevy,5,2026-02-02,0,"It's a great app, I've been using it for more than a year. If you need to keep track of your progress in the gym because you can't rely on your memory like me, see charts about how much you are targeting a muscle group compared to the others, see your new PRS, set timers in between series and do all these for free install this app and start using it!"
Hevy,4,2026-05-17,0,"Good app, but if you want more than 4 routines, you have to pay. Would be 5 stars otherwise. Also wish you could add L, R Labels to sets when you’re working arms individually."
Hevy,5,2026-04-21,0,"Excellent weightlifting lifting app and workout logger. I just logged my 400th workout in the Hevy app, and my only complaint/request would be integration with Garmin devices. Its very intuitive to setup, make workouts, and use in the gym."
