app,score,date,thumbs_up,content
Strong,1,2025-03-04,1,"This app used to function great but suddenly one day (after 4 years of use) it signed me out, refused to accept my password or let me reset my password. Only way forward was to link my Google account, which I refused. I deleted and don't recommend downloading unless you want your account randomly pulled from you and have the app demand that you give more data. An absolute joke"
Strong,1,2023-01-02,1,Used to be really good but I been a paid subscriber for 3 years and they haven't implemented any new heavily requested features. And they've actually reduced some older features. They used to let you export your workout as a text file to any app but now it just takes a screen shot smh.
Strong,1,2025-05-18,0,"the logging is really easy and intuitive, love it , but I wish I could pay for individual features rather than a subscription. the only thing I need more than the free version is the exercise charts and the subscription price is way too much for that."
Strong,1,2024-07-17,1,"Really unintuitive. Just wanted to make lists for push, pull and leg days and there's just so much convoluted bs going around. Plus you have to make an account and after you open the app you can't log in it. even if you change the password. Absolutely useless"
Strong,1,2025-03-05,1,I've been using Strong for almost a decade. I paid for pro when it was fairly new and never looked back. It looks now I am no longer a pro member and cannot create custom workout templates. Not cool. I'm going to delete this app and move on.
Strong,1,2019-04-23,1,"CRASHED EVERY TIME I tried to add warm-up sets, there is no calendar or planner integration, no way of creating a plan that adds weight automatically, and finally, WAY TOO EXPENSIVE for what you're getting. Only being able to create three routines without paying EVERY MONTH is a joke."
Strong,1,2020-03-24,6,"The main reason was changing workout apps was because this one said I could sync my workouts and data across my devices. But after spending a long time planning and designing a new workout template, it WOULD NOT sync and then deleted all my hard work. I have canceled my yearly subscription, but in my opinion they owe me a refund for false advertising."
Strong,1,2025-11-18,0,"Causing Samsung A26 to lock up. This app worked well on my old Samsung S9+, but I recently transferred everything to a new A26 and now when I use this app the phone will lock up after locking and unlocking the screen. It seems to have consumed all the memory and after unlocking the phone while running this app the screen will jitter and become non responsive."
Strong,1,2020-06-28,5,"App is ok, but most people would probably need the features of the premium version. Unfortunately the price to upgrade is ridiculous. You can find equivalent and arguably better apps that are free or cheaper. Or hell, just get a notebook"
Strong,1,2019-04-10,369,"TOO EXPENSIVE!!! with all of the other good workout apps out there, this one (even though it's nice) is way over priced. i could see maybe $20 per year max but $65 per year ($5.39x12) is rediculous. I'd rather go old school with a note pad than pay that each month"
Strong,1,2021-10-21,0,"I do not see why I have to register just to use the app. I can't plan my workouts in advance, and when creating a workout it only allows me to add a set number for reps. I want to add a range for failure example 4-6 or 10-12 reps but doesn't allow me to do this."
Strong,1,2024-01-04,10,It teases you with a very limited sample of basically your phones notes/calendar app. Just copy your routine into your calendar to track and you save yourself from another app needing a subscription for convenience features already available on your phone. How many times will you actually seek instructional videos? It's a tracking app.
Strong,1,2025-03-04,1,Worked great for years. Recently updated. Timed me out and won't let me sign back in. Say username/password incorrect even though I have them written down. Tried resetting my password. Doesn't recognize my email anymore. No reset link it's been over 2.5 hours. They gave me a reason try another app so doing it.
Strong,1,2026-02-26,0,why is it auto turning on YouTube music and turning off if I go out of the app? I don't see how to disable
Strong,1,2026-03-20,0,"would have liked to try it but it just keeps saying ""an error occurred please try again later"" when trying to create my account"
Strong,1,2024-02-20,0,"The app USED TO work perfectly. I purchased the premium plan but for some reason I have not been able to access the premium features anymore, which is unfortunate. Update. I went ahead and repurchased the premium plan a while ago. Today, I needed to create a new workout template but was unable to; instead I was prompted to purchase the pro/premium plan. This is ludacris. The premium plan has always been marketed as a one-time payment. I have purchased the premium plan at least 3x over."
Strong,1,2022-07-01,1,"Can't even look inside the app without registering. There are lots of moronic sheep around who give their personal info away without a thought but I'm sure not one of them. If you want my info, you have to give me something first. This app was uninstalled without going past the registration page. Poor show."
Strong,1,2019-10-23,4,"The experience was actually great. I was excited about putting down my sets and workouts and I just love the specificity. However, I was struck with ads that would slow down my phone and appear even when I'm not using the app. As a developer myself I can tell you that this was poorly managed and that they should either use a different type of ad or revise their timing for ads whilst keeping it off when the app is closed. It's a real shame because the system is set up so good."
Strong,1,2025-03-04,1,Technical issues made this app terrible. I got a new phone and logged back in and now it kicks me out every time I go to use it. This was a great app but now my login info seems to be lost and it can't be recovered. Was great no longer works well
Strong,1,2019-06-17,5,"last update was in September. at some point in the last two months the automatic timer stopped working. and even when i manually set the timer sometimes it crashes without me knowing. rather than patch the problem theyre waiting for ""the next big update"" (as of me writing a month ago) but no bug fixes since september is disappointing for having paid for an app that was working great when i bought it"
Strong,1,2018-10-17,6,"You have to pay £79 to add more than 3 routines, which makes it completely useless, unless you only ever workout 3 times a week and never switch up your routine. Wasted my time inputting my workouts before it told me I couldn't add a 4th one. Disappointing."
Strong,1,2026-04-02,0,I had to pay for this twice because I forgot my login and nobody responded to my help email
Strong,2,2025-03-04,9,"I've used this app for a long time, love the tracking and format and constantly recommend it. As of today, for some reason, I was automatically logged out: ""session has expired"" (which has never happened) and I had to reset my password. When I logged back on all of my workout history was gone. Quite a few years of recorded workouts/prs, and the analytics and insight tracking have all been completely erased. Needless to say, I'm pretty disappointed."
Strong,2,2019-04-06,28,"Easy to use, but Pricey for full version. The free version is decent. 3 max for custom workout routines. All of the exercises have instructions and pictures, most have a short gif showing the motion. It is missing some exercies, but has most of the main ones (sometimes theyre named different from what I know) Full version is $99, just outrageous. Id probably pay $5. Seriously don't understand their price point."
Strong,2,2019-01-06,46,"This app looks promising. I rate it low because of the way they have chosen to charge. You can only save 3 routines with the free version. That doesn't give me much time decide if I want to pay for the full version. Limit the measuring, charting, and tracking. I'm fine with that. But if I only get to store 3 routines I'll be moving on to a different app before I get close to deciding if I like this one enough to pay the outrageous price for the pro version."
Strong,2,2018-10-07,9,"I used to have all the features they tout. But I broke my phone, got a new one and now I cannot even do a 5day workout routine. And I am not even sure of my account info as the errors I get trying to log in are not informative. The price is way up to $100 for lifetime. . .it a good app but not at that price. . .especially when you cannot import your exported workouts and routines. There needs to be easier support for users accounts. I understand you need to get paid but. . . Strongapps you have gotten a bit greedy. Open it up features a bit more to make it usable, put ads in it to get paid, add in app purchases to add certain desired features, letting us skip other and sell ad free version and then you will make money without alienating your users. Just saying it's a decent app but others do the same for less. Now I am going back to an older app."
Strong,2,2024-04-23,6,"Not enough excercises to choose from. You can create exercises that aren't on the list, but there aren't enough categories to choose from to separate body parts or types of equipment when creating your exercise. Once you create an exercise, you can't edit it. Annoying timer if creating a superset in workout. Difficult to cancel a workout that is started, and to figure out how to keep previous templates saved (if there's a way) after editing it. I should have stuck with fitnotes or another app."
Strong,2,2018-12-08,12,I had recently posted that I loved the app. So much so that after a couple of days with it I purchased a monthly subscription. BUT NOW it's not letting me use the pro version to have more than 3 workout routines. Need help because I want to test it and if I like it will purchase the lifetime subscription. If I can't have this issue fixed I will cancel the subscription and find another app.
Strong,2,2025-02-21,8,"Before the most recent update this would have been 5 stars. The update now forces me to remove timers from every exercise every time I do them. It also now malfunctions if I try to do things too quickly, which makes it impossible to add weights or reps to the targeted exercise (instead it fills numbers in previous sets where they shouldn't be). This causes me to have to close and re open the app multiple times during a session."
Strong,2,2019-02-25,6,"I have to agree with a lot of other reviews, the price just isn't worth it. The app description promises an ""ever expanding"" list of exercises and routines, but when you buy Pro there are still only a few routines? Where's the value? Zero to Hero, Progression, and Jefit all give you the same for free."
Strong,2,2020-01-06,27,"Top notch app - or at least it was. The ability to customize workouts, change the number of sets, view the equipment and the movements if you were uncertain about whether the move was right for the muscle group you were working - top notch. Good library too, even allowing you to add exercises. A lot of this has been locked down in the paid version now. Can't really customize your workouts, won't recall if you add a set (but you can still do it manually) - really too expensive to bother paying. $7? Nope. For $3 I might pay."
Strong,2,2022-12-21,3,The app is very basic which has both pros and cons obviously. Basic enough that paying for the premium was a stretch but I did it anyways. Now after not using it for a couple month it switched to SUBSCRIPTION billing! Now my premium is worthless and they have the nerve to ask for 10 bucks per month when the app is still as basic as ever? Pass.
Strong,2,2022-10-01,3,"Mediocre but not terrible. Easy fixes would elevate my review. Big new annoyance: doesn't sync across devices. WHY IS A LOGIN REQUIRED THEN?? Lots of exercises MISSING, which is normal for these type of apps. (For example, shoulder rotations.) BIGGER ISSUE is when you try to add exercises that involve Cables, you can't select Cable."
Strong,2,2021-03-02,63,"Everything about the app is great, unfortunately the price for the pro version which is required to plan more than 3 workout routines is prohibitively expensive. At the time I wrote this review the one time payment to unlock the app is about $99 USD, completely ridiculous. If the price were reasonable I would be more than happy to pay. The free version, although good, is too limiting for me to really use when there are alternatives available."
Strong,2,2023-06-29,8,"I have used this app in the past it was okay. But now when I add external workouts even when I haven't reached the limit of workouts, i cannot add them (through links) I am so frustrated and annoyed by this. I am constantly missing workouts too. I dont know about iOS but in Android it's just not working properly. I click on the link, it redirects me to the app but nothing happens. Please look into this and fix it ASAP."
Strong,2,2019-02-03,20,"I really love the app. It's clean, easy to use and the exercise illustrations are super helpful. The reason why i'm only giving it a 2/5 rating is because it's only possible to save three workouts if not paying for the pro version. Normally i have no problem paying anything for an app. But a monthly 5€ fee for this..? Cmon guys. Lower the monthly to 2€ or a one-time flat 7-12€ fee, and you'll end up seeing a lot more retention here."
Strong,2,2020-11-18,7,"Such a shame, I like the platform and the ability to search a workout however I would not pay for that or to save my workouts. If anything they should have made it so that you could save all your workouts but if you wanted the automatic PR goals to be saved then you upgrade to pro for better tracking of your best lifts. Too bad. It was a nice app while it lasted."
Strong,2,2021-11-16,22,Is ok but missing one key element. You can create your own workout routines but cannot group them into a program. No good if you have a number of different programs that you use for weeks at a time before changing. Can only save workouts rather than whole programs like other apps. This means you can have many workouts saved for many different programs which all end up mixed together.
Strong,2,2025-03-04,1,"Was a pretty good app with restrictions in the free part. I loved the update until it signed me out, in the middle of a workout, and I couldn't get back in. I followed all the instructions, as apparently my password was no longer good, and awaited an email with a code, but it never came. Disappointed in the support for the app."
Strong,2,2020-06-14,90,"It's billed as a 'free' app with 'in-app' purchases. The free version is basically useless and, before you even start a workout, you'll be purchasing the 'subscription' version. The paid version is good for the most part. However it is absolutely not worth the offensive monthly subscription. If you're a mug, go ahead and buy this app. There are free (or onetime purchase) apps available that are just as good though."
Strong,2,2019-12-21,13,"Really good work out app and I love how intuitive everything is. However, the free version is too limited to be useful and the paid version is way too expensive.$7 per month or $40 per year(after 50% discount) is too much for a workout app. Slash the prices to half of that and I'd happily subscribe."
Strong,2,2026-05-05,0,Have to login in for every thing this days. Can't even have a guest mode anymore.
Strong,2,2022-06-22,16,"Update: Removing 1 star, down to 2 stars now. Has a ""Focus Metric"" for total volume option but it is available only on the Apple platform as per their support docs. Don't understand why a simple total volume calculation for each exercise cannot be something I can track. This in addition to no RPE, RIR, and other features that are being added to competing apps it makes no sense for me to continue my subscription."
Strong,2,2022-12-01,5,• You need to pay a ridiculous amount of money to get more than 3 workout templates. You can't buy them separately which is a big issue. I only want unlimited templates and I wouldn't consider paying 100€ just for them. • The app is great and I would gladly pay a reasonable price but the template limitation is ridiculous and ruins the whole app if you need more templates. I suggest either dropping this crippling limitation or adding the option to purchase the templates separately.
Strong,2,2026-02-26,1,only 2 templates possible to save in free version. Very limited functionality. Lots of missing excercises
Strong,2,2023-11-02,2,Can we get more features on this? Seems like it hasn't had improvements over the time it's been active and considering the sub price I'd like a few more features. 1) Can we get the ability to add a photo to custom exercises so we can have a better idea of what machines we've attached to the custom exercise? It would be nice to simply snap a shot of a machine and have it display on the custom exercise.
Strong,2,2019-06-30,4,Like the app but the pricing is terrible. $100 for the full version is just not worth it. Unlees you buy the app you can only have 3 cutom workouts. If you have a 4 day routine like me this app is useless unless you pay the $100. Other apps can do the same thing without the orice gouging
Strong,2,2021-12-29,8,"Not great. Muscle groupings are mostly non-existent (the app knows nothing of things like biceps or triceps, quads and hamstrings. It knows only 'arms' and 'legs'). The library of exercises is pretty limited (no stairmaster). Creating custom exercises simply doesn't work. You also have to create an account to use the app, which is plainly unnecessary. Frankly, it lacks basic functionality. If you think you have only one muscle in your arm (your 'arm muscle') then this might just be the app for you. If you want a more detailed approach to your workout, keep looking."
Strong,2,2021-10-09,4,"Great app for free! the paid for app has very little perks! You developer could put a little more effort into the paid app. separate the the muscles to individual parts, update the various exercises as your selection is basic. based on other comments, looks like the developers don't have the courtesy to respond."
Strong,2,2019-11-09,56,"Great app but paywall is cruel. I'm not saying this app needs to be free, but nearly £100 for a lifetime access to an app... That's just a joke. I can pay £60 for a brand new video game on a console that's taken millions to pay make. I can use Jefit for free with nearly all the same features Strong locks behind a pay wall. I'd happily pay a reasonable sum, but nearly £100 is absolutely not reasonable."
Strong,2,2019-09-13,0,"Nicely designed, free version has almost but not quite everything I need, but subscription pricing is a hard pass. I have no problem paying for apps, and will buy one of the others available out there, but the pricing on this one is insane by comparison"
Strong,2,2019-12-02,0,This is a general workout tracking app. Doesn't offer truly offer anything unless you pay for it. Also stop asking me to save my work out if only to force me to buy the app. If you want to make money off this app don't offer a free version. If it weren't so annoying I might have purchased the upgrade by now.
Strong,2,2024-09-27,7,"Need better integration between other apps, notably Googled Fit. Also needs some type of intuitive search where you can predict the name of the exercise in your system based on the key words in entering. This could also give me ideas on how to switch things up, which would add tremendous value to the product."
Strong,2,2023-08-21,0,No web GUI to design workouts on your PC. Or import template files from someone else like a trainer. Iimited workouts to choose from in the app. No option to select a custom exercise. It doesn't track and notify you of when to increase weight or push yourself. Can't believe this app is so popular for what limited features it offers.
Strong,2,2023-04-12,0,"I've been using it to track my workout for a while. The last update removed the automatic countdown between every rep. I just can't understand the reasoning behind that. I was contemon getting the perpetual subscription. But if the developers keep removing features for no reason, then I'll look elsewhere."
Strong,2,2020-10-09,15,"This app runs well enough, as long as you pay for it. The free version is basically useless as you can only track 3 custom workouts (even a push/pull routine is going to require you track 4). The ""pro"" version is over priced and lacking any unique features you can't find for free elsewhere."
Strong,2,2025-03-04,0,"I've used this app for a while and like it, but after the new update, I was logged out, and when I logged back in, all of my data was gone. It now shows I'm not subscribed. There is literally no way in the app to reinstate my subscription, and support is yet to respond."
Strong,2,2019-03-10,9,It's a great fitness and workout tracking app ruined by very expensive pricing. It's also lacking a web interface to let you set up workouts on your computer. Given that it's competing with JeFit it's going to have to tune the pricing a bit.
Strong,2,2022-05-15,1,"I have used this app for a long time on Iphone and it was great, but switching to android I find that there isn't an option to keep workouts in folders, I have no idea why this was a choice, but it makes the app much worse. Surely the android version could implement folders the same as the iphone."
Strong,2,2025-10-05,1,been using this for a while good for keeping track of exercises. but the historical charts are terrible. not as good as the other apps where they show a graphical chart display. no way to edit time if you forgot to finish the workout and accidentally leave the app running.
Strong,2,2019-05-20,0,Love the app so far. Unfortunately the pro version price model is subscription based so I'll be stuck with the free mode until I find something similar with better pricing. I can't really justify spending monthly for something like this.
Strong,2,2024-10-11,10,"Decent app, but could use some improvements and a few bug fixes. Been subscribed for well over 2 years and now moved to an app which doesn't feel like abandonware. Haven't seen any improvements since I started using it. It even regularly forgets I had an active pro subscription until you opened the ad screen for pro."
Strong,2,2020-01-21,0,Used to love it until I discovered JEFIT... They don't limit the free version as much as Strong App does. I've tried 6 different apps for tracking and this came in second (will still uninstall cause 2nd ain't good enough). Wish their free version was better...
Strong,2,2019-10-13,1,"Was great before the recent update. Now there are plenty of bugs, the timer is much more annoying to use. Most importantly, the feature when adding exercises, to easily filter and only show the ones that you have used before, is gone. Please please bring it back. This app was perfect before"
Strong,2,2021-06-01,1,"Lets be honest most people tracking a workout will likely track calories. Syncing with Google Fit is great but that doesn't send strength workouts to MFP, why do you no longer link directly to MFP so calories are tracked. Would be the perfect app if you did."
Strong,2,2025-01-04,0,"Good app, but it should tell you ahead of time that you're only allowed to have 3 templates on a free account. Instant uninstall for me when I saw that when trying to create a 4th. It's a well known marketing tactic... can ya'll stop doing it???"
Strong,2,2019-10-13,1,Should have spent more time fixing defects for the Android version. It's pretty frustrating to use right now. I'd be willing to rate it higher after they are fixed. Not worth the monthly fee as it stands now.
Strong,2,2022-03-04,8,"This app seemed really great and intuitive, but it should absolutely say very clearly that you only get 3 workout templates for the free version. Spent forever building the first 3 of my 5 day routines and then was a total waste of time"
Strong,2,2021-05-13,3,"Seems like it takes a little longer to enter info in l into this app during workouts then others I've used. You can only create 3 workout templates before you have to pay for PR0 so if you deviate at all from the generalized templates, your screwed."
Strong,2,2020-01-08,3,"App was working fine...at some point started crashing when trying to enter weight, add a set, add exercise. Uninstalled and reinstalled and it worked, now one day later back to crashing. Please fix or I am done."
Strong,2,2024-08-28,0,"If you have a split that's more than 3 workouts then you need to spend money. Starts corrupting part of my workouts after a while and just deleted stuff, very useful for tracking progress."
Strong,2,2025-02-15,2,On the workout menu on the exercise The new update doesn't let you change from kilograms to pounds and vice versa so now I have multiple exercises with kilograms in pounds combined and there's no way to change it.
Strong,2,2025-03-04,0,"Good app for tracking workout progress, but today I opened the app and found myself logged out, and when I logged back in, my workout history was empty. Pretty annoying that I lost all my workout data."
Strong,2,2024-01-04,1,"It is a good app for beginners, but the options of exercises is very bad. For example we got just 1 ""normal"" push up + band, knee and handstand push up variant l. Thats it, no diamond, close, wider or incline, decline, 1 arm versions &&&. Pls fix this thx"
Strong,2,2025-03-04,1,"The update deleted my pre-existing workouts, and I can no longer see the images representing each exercise which makes finding them much more complicated. I liked it before :("
Strong,2,2025-03-04,0,Fairly good fitness tracker but it logged me out and wouldn't let me back in even though I had paid my subscription. I was supposed to get a reset password sent to my email but it never got sent. Absolutely no way to contact customer support
Strong,2,2019-11-19,0,App is quite basic as far as included workouts. Any of the advanced features need to be paid for (expensive). There's plenty of better free apps out there.
Strong,2,2025-02-24,17,"Downgrade since update :( Seems like a bunch of features no one asked for was added at the cost of everything that was great. The UI is now super clunky with timers taking up so much real estate, last rpe settings are no longer carried over when copying new sets, deleting a set annoyingly asks you if you're sure every single dang set... Really not as streamlined as it was before the major update. How very disappointing."
Strong,2,2026-01-23,1,Awfully made for android I just switched from iphone to android the app worked perfectly on my 6 years old iphone but not in android version now whenever i try to see any video for any exercise to check the form the video doesn't show up This was one of my goto app for workout but now can't really use it
Strong,2,2025-03-04,1,"Been using for years but suddenly been asked to login and it doesn't work, even trying to login with Google etc. doesn't work. Really hope I haven't lost all my progress logs."
Strong,2,2020-12-04,0,Just really weird the way the sets are setup. You can't edit the weight so you have to add the exercise each time unless you're using the same weight for every set.
Strong,2,2024-07-29,2,"Stopped integrating with Google Fit. Used to be perfect, although the ability to add workouts was pretty limited. Suggestions: - Add calisthenic timer (can use rest timer but why not) - Add AI workout creator"
Strong,2,2019-02-20,0,"Simple app for monitoring progress perfect for my needs but only allows 3 custom routines before you have to pay and it's too expensive, if it was much much cheaper I'd give it 5 star."
Strong,2,2021-07-20,1,"Forget this app. You can only create 3 custom workout routines which is completely worthless. I was going to say ""F"" it and buy it until I saw at best you have to subscribe for a hundred dollars a year. No use keeping this app around anymore. It is a shame looked like a good app"
Strong,2,2025-02-01,0,Its about as close as you get to free without a free trial. Still can't save your own workouts without paying for it. Was convenient enough.
Strong,2,2023-11-18,0,"The UI is simple and easy to use, but the workout screen has no images, and some very basic functions (such as being able to track body measurements) are locked behind paywalls"
Strong,2,2021-02-02,2,"Irritating how you can only make 3 personalized workouts. I liked the service, but i'd rather not get paywalled immediately into setting workouts. I'm not looking for this app to do anything for me, just keep track of my stats. Really? A paywall? Gotta love greedy companies."
Strong,2,2022-12-01,0,Loved this app. Long time user. Of late I've been using split screen a lot on my phone especially while in the gym. It's a deal breaker that this app doesn't support split screen. I'll return if they implement this
Strong,2,2022-03-04,15,"Issues: (1) Sync issues prevent changes being saved, including (a) workout template/exercise renames, (b) workout/exercise note deletion, (c) changes to Fail/etc statuses. (2) In workout view, there's no indicator if a set was marked Failed/etc in a prior workout and (3) no ghost text, impeding workout planning. (4) Said statuses are also not in exports. (5) No add rep button. Issues here also affect the iOS app. Would be 1 star if I didn't have Pro 1-payment lifetime access via early adoption."
Strong,2,2018-10-06,23,"They have changed it so you have to pay to have more than 3 custom routines, so it's no longer suitable for my needs. So disappointing. Will now seek out a new work out app."
Strong,2,2021-09-05,1,Actually I love this app. But I hate that you removed the opportunity to categorize and make a routine. It cost some money and even lesser apps do this😅 Now everything is so messy. Im actually looking for another app because of this.
Strong,2,2022-06-11,1,Good app but the free version is pretty worthless because you only get three free templates. Can't really create a workout plan with three templates.
Strong,2,2019-10-17,1,I have 96 workouts tracked with this app. Was in love with it. Last 2 updates have been horrible. Today everytime I added a set it crashed.
Strong,2,2019-11-16,0,Makes finding different workouts easy but the app could be soo much more by adding a calculator for figuring ressistance for each incline setting and a notepad style file for recording progress
Strong,2,2020-03-13,0,This is ok if you are focused on gym equipment. Bar bells etc. Not really useful if you want to use body weight exercises. E.g. no 'press up' option.
Strong,2,2022-12-31,0,It's frustrating that advertised functionality like basic charts and having more than 3 saved workouts is behind a subscription plan.
Strong,2,2019-04-02,50,"I had the app decided id go and look else where because of the pricing structure. Cannot justify monthly premium. Rather make this a paid app.   Another thing is, I see you do not comment on negative reviews only positive reviews. Please can i ask to have a reply."
Fitbod,2,2025-01-06,107,glad I used the free trial in its entirety before making my decision. the first workout was amazing. the second and third workouts were terrible. the second one was way too easy and the third had things I simply can't do. for example (though not the only issue) I am not capable of doing push ups. my wrists cannot support that movement. I tried to replace the exercise and the only options were harder versions of push ups. I stopped the workout part way through because of that. disappointing.
Fitbod,4,2024-11-16,205,"2nd Review: It seems they listen to their customers. They fixed/changed things from my last review and I appreciate it; however, I do want to give more feedback. If we could set the max weight we own, that would be awesome. Example: I only own up to 20 lbs in dumbells, but I cannot set that anywhere I find. It always adds extra weight and I have to set it back. Not a big deal, but it can get tedious after a bit. Last feedback: the ""log all sets"" button should have a warning after press."
Fitbod,4,2025-06-26,170,"Seems pretty good but unfortunate you have to pay for it to unlock all the benefits/full range use (which I know is common these days) but for a workout app, being 8$/ month or almost $100 annually seems too high. It might show it but I haven't seen yet where it shows your reps and sets when you log your workout which is too bad since that's a decent part about tracking workouts."
Fitbod,4,2026-03-16,2,"a few simple improvements to reduce the number of clicks needed would be good. When you finish a workout, go to the next one in your session. Don't make me go back to the name menu and scroll down and find the next one that doesn't have a checkbox on it and click it every step. When you have a cool down session that says to do something for EG 30 seconds, not having a timer available is ridiculous. It would be so easy to implement a timer or on those exercises."
Fitbod,3,2026-04-16,7,"this site is great! or it would be if I could get past the SUBSCRIPTION SOFTLOCK. I made an account not knowing about the subscription; my fault probably, but if I knew this beforehand this I'd just never had made my account. Btw you can only delete your account INSIDE Of the app. I had closed the tab and you can figure out what happened from here. I'd love to at least see if it was worth buying but not with the software override of doom."
Fitbod,1,2026-05-10,5,"I don't mind paying for subscriptions, let's start with that. BUT making the user set up the app + personalize the available equipment + create and account and AFTER THAT you realize that you can't even start the trial without adding payment info? You guys are crazy. Made me lose 20 minutes. Uninstall and never again... Oh, and apparently you can't even delete the account because you need to enter to the settings inside the app, which YOU CAN'T without adding the payment info. Bravo."
Fitbod,1,2026-03-06,7,"I want to give a good rating but the app still puts the wrong exercise in the middle of a workout. One day I told support that it was now creating half of my workouts in Spanish and they sent a ""We hope your issue is resolved l"" email the next day. None have been resolved and I'm still paying full price while doing half of the work by editing my own workouts."
Fitbod,4,2026-03-05,1,"I've been using Fitbod for years to stay consistent in my routine. Lately there has been a bug when trying to see saved workouts — the screen just stays blank. Closing the app and clearing storage doesn't fix it. The saved workouts do appear after a few minutes or sometimes not at all, it can be random. I'm hoping an update fixes the issue."
Fitbod,4,2026-04-10,0,"app has a lot of potential. the notifications aren't great at showing up on my phone, as in they only show up when I open the app. I wish they sent reminders to do my workout and to continue my streak. also the app should adjust the weights according to the last workout even though I am a beginner I've been trying to lift medium to heavy so it should try and push me to lift heavier than the last. I also think that the workout selection should be updated with more workouts."
Fitbod,4,2026-05-04,0,"2 years and running. never disappoints. One of the best if not the best. Pick your goals and stay consistent and you will see changes. I have no diet and have seen increased muscle, stamina, and body changes. Just waiting on updates of videos of workouts possibly better angles or just having alternate for when injuries have occured. Still will get the job done."
Fitbod,4,2026-05-03,0,"The action of logging past or recent exercises is a little cumbersome (entering workout sets as you do them doesn't save automatically, so hitting the back button will close that menu and lose your progress for that group). Other than that, a very solid way to track workouts, as well as progress or fatigue on different muscle groups."
Fitbod,4,2026-04-14,4,paid for subscription amd app won't let me login totally wasted money have not even been able to see first workout. Was hesitant to buy hoping to get to see a sample workout finally decided to just pay for a month and now have no faith in any of the workout apps. after customer service helped was finally able to login. will update rating after being able to use the app after getting the login issues resolved it has been a serviceable app so far.
Fitbod,2,2026-02-26,2,"For the most part a decent App. However, in recent weeks leg information is not being updated. It tracks recovery and let's you input and save. However, set progress is not receiving any information. I personally submitted a trouble ticket but have yet to receive any response. Frustrating when you have a paid subscription."
Fitbod,3,2026-03-05,2,"I am currently using the free trial. Not sure if I will continue on with a paid membership. I recently purchased a 150 lb stack weight home gym. I find it very limiting that you do not offer this as an equipment option on your app. I have to choose some from your list that have similar functions that my home gym offers, but I sometimes get in my routine options that do not correspond to what I have on hand. Thankfully, I can sometimes use the swap out options, but it frustrating and limiting."
Fitbod,4,2025-12-16,7,"Great AI workout service, a bit expensive considering what you're getting, but it's the only app out there that offers this kind of workout aid. Although, I wish we could disable some features, such as strength tracking. Anytime a set drops in quantity it subtracts from the strength score, which can be discouraging. Also, not everyone can track their muscle measurements and body fat percentage, so the entire tab is kind of a waste of space that should have a toggle off button."
Fitbod,3,2025-12-14,6,"so far it's been great with creating workouts that push me just enough, tracks all of my reps, times me when it's appropriate, etc. However: the calorie count doesn't transfer to my Samsung Health App; the workout + time spent working out does, but it always reads as 0 cals burned. Fitbod app is able to accurately communicate calories burned with My Fitness Pal app, so I'm not sure where the disconnect is. I'm not a fan of paying for a ""full"" app, but I think like $3-5/mo would be fair for this"
Fitbod,1,2026-01-26,5,"Still needs work. Marking an exercise as complete closes the menu, including the rating section that asks how much effort it was/How many more reps you could do, so it's easily skipped and forgotten which leads to the app recommending exercises and weights that you're not ready for. The app does not teach you how to recognize when you're pushing too hard or how to identify strains, injuries, or tears, and coupled with the above, its a disaster waiting to happen for anyone without experience."
Fitbod,3,2025-12-18,2,This app is great in theory. It works really well with coming up with initial ideas. But as of this most recent release my app no longer allows you to automatically regenerate workouts or adjust the muscle group. Ever workout is locked in no matter how I try to automatically adjust it. I have to manually adjust it.
Fitbod,5,2026-02-21,21,"Absolutely love this app, been using around a year or so. Like the feature where it asks at the end of each set how many reps you would have been able to do more of outside of the suggested reps/set so it can adapt for the next time. One thing I so wish they added is the notes option where it is added to the bottom of the exercise and it keeps track of whatever you add from previous times for that particular exercise. Right now it just has a notes feature and it's a pain to get to."
Fitbod,4,2026-01-01,6,"I've paid for this app for a couple years now. I absolutely love it. It's probably closer to 4.5 stars but you can't give half stars. Two features I'd love but they don't have (yet). - show secondary muscles groups that are worked out for each exercise. - They should go into each major gym chain: Planet fitness, Gold's, Crunch, etc and make sure all of the equipment in these gyms are on the equipment list. I use PF and there's a bunch missing, especially ab related."
Fitbod,1,2026-01-02,45,"This app makes no indication that it is paid only. the app allows you to build your initial workout plan, then requests you log in to save your plan. once you log in, the app immediately opens an uncloseable splash page requiring free subscription our outright payment. you cannot pass this screen without subscribing or paying. this means that if you want to delete your account, you have to provide some form of payment information. This is deceptive."
Fitbod,1,2026-01-13,30,"Downloaded it, filled out the biometrics, etc only to be slapped with an enormous pay wall before I could even see my workout. They don't at all advertise that you have to pay for it before you start filling everything out. It's like one of those pop up scams you see on websites. Free trial doesn't count. you still missed advertised your product."
Fitbod,3,2026-04-06,0,"I've been using this for about a year. Its equivalent to Fitbod, but cheaper. I like that android is a priority; Fitbod neglected android often. I also used Fitbod for at least a year. The AI algorithms are as opaque and frustrating in this app as in Fitbod. If you're looking for smarts, it ain't in either app. I'll continue to use this until it's cost prohibitive."
Fitbod,4,2025-12-01,1,"Great app. It generates good workouts. I especially like the ability to swap out types of workouts (push,pull, leg) and to swap out individual exercises. 4 stars instead of 5 because sometimes when inputting exercises from a HIIT class, there are exercises that I can't find, then I have to take the time to create the exercise."
